title,address,rent,management_fee,deposit,key_money,floor,floor_plan,area,building_age,building_size,nearest_station,distance_to_nearest_station,avg_distance_to_stations,avg_rent_by_station,avg_rent_by_floor_plan,price_rank_by_station
ZOOM高田馬場,東京都新宿区下落合１,134000.0,8000.0,134000.0,134000.0,3,1DK,31.59,4,10,下落合駅,5,10.0,104530.07,107596.15,27
西武新宿線 下落合駅 地下1地上3階建 築5年,東京都新宿区下落合４,126000.0,10000.0,,,3,1DK,30.1,5,4,下落合駅,3,10.67,104530.07,107596.15,33
リヴィコート下落合,東京都新宿区下落合１,120000.0,10000.0,120000.0,,5,1DK,25.59,2,6,下落合駅,1,9.0,104530.07,107596.15,44
西武新宿線 下落合駅 6階建 築2年,東京都新宿区下落合１,120000.0,10000.0,120000.0,,5,1DK,25.59,2,6,下落合駅,2,9.67,104530.07,107596.15,44
グランメール落合,東京都新宿区上落合１,99000.0,8000.0,99000.0,99000.0,3,1DK,32.94,33,7,下落合駅,4,6.67,104530.07,107596.15,62
西武新宿線 下落合駅 地下1地上6階建 築33年,東京都新宿区上落合１,99000.0,8000.0,99000.0,99000.0,3,1DK,32.94,33,7,下落合駅,4,6.67,104530.07,107596.15,62
西武新宿線 下落合駅 4階建 築4年,東京都新宿区中落合２,93000.0,15000.0,,,1,1DK,25.4,4,4,下落合駅,10,10.33,104530.07,107596.15,73
リヴィエール落合,東京都新宿区中落合１,81000.0,4000.0,,,3,1DK,30.75,41,5,下落合駅,3,7.33,104530.07,107596.15,96
西武新宿線 下落合駅 地下1地上6階建 築30年,東京都新宿区下落合１,150000.0,11000.0,,750000.0,3,1K,20.0,30,7,下落合駅,2,9.33,104530.07,87449.61,18
西武新宿線 下落合駅 7階建 築9年,東京都新宿区中落合１,146000.0,8000.0,146000.0,73000.0,4,1K,34.07,9,7,下落合駅,5,9.67,104530.07,87449.61,21
西武新宿線 下落合駅 6階建 築5年,東京都新宿区高田馬場３,144000.0,11000.0,,144000.0,2,1K,25.81,5,6,下落合駅,4,9.67,104530.07,87449.61,22
クレヴィスタ高田馬場,東京都新宿区高田馬場３,142000.0,11000.0,,142000.0,1,1K,25.81,5,6,下落合駅,5,9.67,104530.07,87449.61,23
西武新宿線 下落合駅 8階建 築13年,東京都新宿区下落合１,128000.0,8000.0,,,5,1K,25.46,13,8,下落合駅,1,9.33,104530.07,87449.61,30
「防音マンション」ArtizA新宿落合Sonorite,東京都新宿区上落合２,127000.0,18000.0,,,4,1K,26.4,2,5,下落合駅,5,7.0,104530.07,87449.61,32
西武新宿線 下落合駅 4階建 築4年,東京都新宿区高田馬場３,126000.0,20000.0,,,3,1K,25.69,4,4,下落合駅,9,12.67,104530.07,87449.61,33
レガリス高田馬場,東京都新宿区下落合１,123500.0,10000.0,123500.0,123500.0,6,1K,26.0,6,9,下落合駅,4,9.33,104530.07,87449.61,35
アルティザ新宿落合ソノリテ,東京都新宿区上落合２,122000.0,18000.0,,,2,1K,25.13,2,5,下落合駅,5,10.33,104530.07,87449.61,37
西武新宿線 下落合駅 5階建 築2年,東京都新宿区上落合２,122000.0,18000.0,,,2,1K,25.13,2,5,下落合駅,5,7.67,104530.07,87449.61,37
ズーム高田馬場ウエスト,東京都新宿区高田馬場３,121000.0,6000.0,121000.0,,2,1K,25.01,4,6,下落合駅,4,9.67,104530.07,87449.61,39
ZOOM高田馬場WEST,東京都新宿区高田馬場３,121000.0,6000.0,121000.0,,2,1K,25.01,4,6,下落合駅,4,10.67,104530.07,87449.61,39
西武新宿線 下落合駅 6階建 築4年,東京都新宿区高田馬場３,121000.0,6000.0,121000.0,,2,1K,25.01,4,6,下落合駅,5,11.33,104530.07,87449.61,39
西武新宿線 下落合駅 6階建 築4年,東京都新宿区高田馬場３,121000.0,6000.0,121000.0,,2,1K,25.01,4,6,下落合駅,4,10.0,104530.07,87449.61,39
ZOOM高田馬場ウェスト,東京都新宿区高田馬場３,121000.0,6000.0,121000.0,,2,1K,25.01,4,6,下落合駅,5,11.33,104530.07,87449.61,39
レジディア中落合C　ペット可　手無　敷礼無　9/2退　常時ゴミ出可,東京都新宿区中落合１,120000.0,10000.0,,,6,1K,24.49,18,7,下落合駅,5,7.0,104530.07,87449.61,44
パルテメゾン中落合,東京都新宿区中落合１,120000.0,9000.0,120000.0,120000.0,4,1K,30.89,3,9,下落合駅,2,9.0,104530.07,87449.61,44
西武新宿線 下落合駅 5階建 築5年,東京都新宿区上落合１,117000.0,8000.0,117000.0,,2,1K,25.0,5,5,下落合駅,4,8.67,104530.07,87449.61,49
SIMODA新宿上落合,東京都新宿区上落合１,113000.0,8000.0,113000.0,,2,1K,25.0,5,5,下落合駅,4,9.0,104530.07,87449.61,50
コンフォリア中落合,東京都新宿区中落合２,112000.0,10000.0,112000.0,,1,1K,30.63,15,3,下落合駅,6,10.67,104530.07,87449.61,52
西武新宿線 下落合駅 3階建 築15年,東京都新宿区中落合２,112000.0,10000.0,112000.0,,1,1K,30.63,15,3,下落合駅,6,10.33,104530.07,87449.61,52
Ｌａ　ｃａｓａ　ｄｉ　Ｍａｒｉ,東京都新宿区高田馬場３,110000.0,7000.0,,165000.0,2,1K,25.76,10,3,下落合駅,7,11.33,104530.07,87449.61,54
レジディア中落合,東京都新宿区中落合１,105000.0,10000.0,,,2,1K,26.01,18,7,下落合駅,5,7.0,104530.07,87449.61,56
レオパレスシェモアIII,東京都新宿区下落合１,105000.0,5500.0,,105000.0,2,1K,19.87,17,3,下落合駅,7,11.33,104530.07,87449.61,56
ＤＳ高田馬場,東京都新宿区高田馬場３,105000.0,7000.0,105000.0,105000.0,2,1K,28.76,11,4,下落合駅,3,9.0,104530.07,87449.61,56
ＪＲ山手線 高田馬場駅 4階建 築11年,東京都新宿区高田馬場３,105000.0,7000.0,105000.0,105000.0,2,1K,28.76,11,4,下落合駅,3,9.33,104530.07,87449.61,56
ジーベック高田馬場,東京都新宿区下落合４,105000.0,10000.0,,105000.0,1,1K,26.18,11,7,下落合駅,5,9.67,104530.07,87449.61,56
レアライズ高田馬場,東京都新宿区下落合１,103000.0,10000.0,,103000.0,2,1K,26.71,6,9,下落合駅,3,9.33,104530.07,87449.61,61
エミリブ下落合,東京都新宿区下落合１,99000.0,8000.0,,,2,1K,25.46,13,8,下落合駅,1,8.0,104530.07,87449.61,62
THE PREMIUM SUITE新宿下落合,東京都新宿区下落合４,99000.0,10000.0,,99000.0,9,1K,26.34,13,10,下落合駅,2,8.33,104530.07,87449.61,62
プラザ中落合,東京都新宿区中落合２,97000.0,15000.0,97000.0,,4,1K,27.03,20,4,下落合駅,4,9.67,104530.07,87449.61,68
西武新宿線 下落合駅 8階建 築17年,東京都新宿区中落合１,94000.0,15000.0,,94000.0,8,1K,21.23,17,8,下落合駅,8,8.67,104530.07,87449.61,71
B CITY 高田馬場 alivie,東京都新宿区高田馬場３,92000.0,10000.0,92000.0,92000.0,2,1K,25.5,12,6,下落合駅,3,10.67,104530.07,87449.61,74
西武新宿線 下落合駅 6階建 築12年,東京都新宿区高田馬場３,92000.0,10000.0,92000.0,92000.0,2,1K,25.5,12,6,下落合駅,3,9.0,104530.07,87449.61,74
ルミエール落合,東京都新宿区上落合１,91000.0,3000.0,91000.0,91000.0,3,1K,27.0,14,3,下落合駅,4,9.33,104530.07,87449.61,78
プレール・ドゥーク新宿中落合,東京都新宿区中落合２,90000.0,8000.0,,90000.0,2,1K,25.5,14,5,下落合駅,3,9.33,104530.07,87449.61,79
ステージグランデ上落合,東京都新宿区上落合１,89000.0,5000.0,89000.0,178000.0,1,1K,22.05,16,7,下落合駅,2,7.67,104530.07,87449.61,80
グラントゥルース上落合,東京都新宿区上落合２,89000.0,10000.0,,89000.0,6,1K,20.01,21,9,下落合駅,6,8.67,104530.07,87449.61,80
西武新宿線 下落合駅 7階建 築16年,東京都新宿区上落合１,89000.0,5000.0,89000.0,178000.0,1,1K,22.05,16,7,下落合駅,2,6.67,104530.07,87449.61,80
西武新宿線 下落合駅 3階建 築15年,東京都新宿区上落合１,89000.0,3000.0,89000.0,,2,1K,28.75,15,3,下落合駅,2,7.0,104530.07,87449.61,80
ＪＲ山手線 高田馬場駅 10階建 築16年,東京都新宿区下落合４,88000.0,5000.0,,88000.0,7,1K,21.28,16,10,下落合駅,5,9.67,104530.07,87449.61,85
西武新宿線 下落合駅 4階建 築17年,東京都新宿区中落合１,86000.0,4000.0,86000.0,86000.0,4,1K,21.25,17,4,下落合駅,2,8.67,104530.07,87449.61,87
西武新宿線 下落合駅 9階建 築21年,東京都新宿区上落合２,85000.0,17000.0,,85000.0,9,1K,20.29,21,9,下落合駅,5,6.33,104530.07,87449.61,88
ルーブル高田馬場弐番館,東京都新宿区下落合１,85000.0,5000.0,85000.0,85000.0,1,1K,20.45,20,8,下落合駅,1,8.0,104530.07,87449.61,88
ＪＲ山手線 高田馬場駅 3階建 新築,東京都新宿区高田馬場３,85000.0,3000.0,170000.0,,1,1K,19.39,0,3,下落合駅,5,10.67,104530.07,87449.61,88
ステューディオＡ１,東京都新宿区下落合４,84000.0,3000.0,84000.0,84000.0,1,1K,29.0,22,2,下落合駅,5,11.0,104530.07,87449.61,91
ＫＴサトウII,東京都新宿区高田馬場３,83000.0,,83000.0,,1,1K,24.9,28,6,下落合駅,3,9.0,104530.07,87449.61,93
西武新宿線 下落合駅 8階建 築20年,東京都新宿区下落合１,83000.0,11000.0,,83000.0,8,1K,20.25,20,8,下落合駅,1,8.0,104530.07,87449.61,93
第22オーナーズビル,東京都新宿区下落合４,80000.0,3000.0,80000.0,80000.0,2,1K,25.0,49,2,下落合駅,3,10.0,104530.07,87449.61,98
西武新宿線 下落合駅 2階建 築49年,東京都新宿区下落合４,80000.0,3000.0,80000.0,80000.0,2,1K,25.0,49,2,下落合駅,4,10.67,104530.07,87449.61,98
西武新宿線 下落合駅 4階建 築22年,東京都新宿区下落合４,80000.0,10000.0,,80000.0,4,1K,18.53,22,4,下落合駅,3,10.0,104530.07,87449.61,98
ヴェルト新宿落合,東京都新宿区下落合４,80000.0,10000.0,,80000.0,4,1K,18.53,22,4,下落合駅,6,12.0,104530.07,87449.61,98
スカイコート高田馬場第６,東京都新宿区下落合４,80000.0,5000.0,,,3,1K,20.06,24,10,下落合駅,2,8.67,104530.07,87449.61,98
グランジュール目白西,東京都新宿区下落合４,79000.0,6000.0,79000.0,79000.0,3,1K,19.09,24,9,下落合駅,2,8.67,104530.07,87449.61,103
西武新宿線 下落合駅 9階建 築24年,東京都新宿区下落合４,79000.0,6000.0,79000.0,79000.0,3,1K,19.09,24,9,下落合駅,2,8.67,104530.07,87449.61,103
文祥下落合ハイツ,東京都新宿区下落合１,75500.0,7500.0,75500.0,75500.0,2,1K,20.97,23,10,下落合駅,3,9.0,104530.07,87449.61,106
ガーラ新宿下落合,東京都新宿区下落合１,75000.0,9000.0,75000.0,150000.0,6,1K,20.53,21,8,下落合駅,2,8.67,104530.07,87449.61,107
ＪＲ山手線 高田馬場駅 8階建 築21年,東京都新宿区下落合１,75000.0,9000.0,75000.0,150000.0,6,1K,20.53,21,8,下落合駅,2,8.67,104530.07,87449.61,107
ＪＲ山手線 高田馬場駅 3階建 築32年,東京都新宿区高田馬場３,75000.0,2000.0,,,3,1K,20.0,32,3,下落合駅,7,11.67,104530.07,87449.61,107
フェニックス下落合,東京都新宿区上落合２,74000.0,6000.0,74000.0,74000.0,2,1K,20.07,27,8,下落合駅,5,6.67,104530.07,87449.61,110
プレール新宿落合,東京都新宿区上落合１,74000.0,6000.0,74000.0,74000.0,1,1K,20.33,23,7,下落合駅,2,5.0,104530.07,87449.61,110
西武新宿線 下落合駅 7階建 築23年,東京都新宿区上落合１,74000.0,6000.0,74000.0,74000.0,1,1K,21.0,23,7,下落合駅,2,5.33,104530.07,87449.61,110
メゾンクレール,東京都新宿区下落合４,68000.0,3000.0,68000.0,68000.0,1,1K,16.68,28,2,下落合駅,3,9.33,104530.07,87449.61,120
ハイツ橋口,東京都新宿区高田馬場３,65000.0,3000.0,65000.0,65000.0,4,1K,21.0,39,4,下落合駅,2,8.0,104530.07,87449.61,125
グランヴァン高田馬場,東京都新宿区下落合１,65000.0,15000.0,,97500.0,7,1K,17.44,28,7,下落合駅,3,8.67,104530.07,87449.61,125
ウェルステージ上落合,東京都新宿区上落合１,63000.0,2000.0,63000.0,63000.0,2,1K,24.0,36,2,下落合駅,6,7.33,104530.07,87449.61,132
西武新宿線 下落合駅 2階建 築36年,東京都新宿区上落合１,63000.0,2000.0,63000.0,63000.0,2,1K,24.0,36,2,下落合駅,6,7.33,104530.07,87449.61,132
ジニア新宿中落合,東京都新宿区中落合２,175000.0,10000.0,175000.0,175000.0,0,1LDK,39.97,3,4,下落合駅,8,10.67,104530.07,144008.25,8
西武新宿線 下落合駅 3階建 築3年,東京都新宿区中落合２,175000.0,,175000.0,175000.0,1,1LDK,39.97,3,3,下落合駅,6,10.0,104530.07,144008.25,8
シーズンフラッツ高田馬場リバーサイドノース,東京都新宿区高田馬場３,165000.0,10000.0,,,4,1LDK,35.89,4,6,下落合駅,7,12.67,104530.07,144008.25,10
西武新宿線 下落合駅 2階建 築1年,東京都新宿区上落合１,165000.0,,165000.0,82500.0,1,1LDK,44.91,1,2,下落合駅,6,8.0,104530.07,144008.25,10
アズスマート目白御留山,東京都新宿区中落合２,159000.0,15000.0,,,0,1LDK,33.45,1,4,下落合駅,4,10.67,104530.07,144008.25,12
プライムブリス新宿上落合　手無　ネットフリー　24Hゴミ出可　駐輪有,東京都新宿区上落合１,156000.0,12000.0,156000.0,156000.0,7,1LDK,30.0,2,7,下落合駅,5,9.33,104530.07,144008.25,13
西武新宿線 下落合駅 7階建 築2年,東京都新宿区上落合１,151000.0,12000.0,151000.0,151000.0,5,1LDK,30.0,2,7,下落合駅,5,7.33,104530.07,144008.25,17
プライムブリス新宿上落合,東京都新宿区上落合１,149000.0,12000.0,149000.0,149000.0,3,1LDK,30.0,2,7,下落合駅,5,7.33,104530.07,144008.25,19
西武新宿線 下落合駅 6階建 築14年,東京都新宿区高田馬場３,149000.0,15000.0,,149000.0,4,1LDK,35.21,14,6,下落合駅,6,10.67,104530.07,144008.25,19
シーズンフラッツ高田馬場リバーサイドサウス,東京都新宿区高田馬場３,139000.0,10000.0,,,4,1LDK,30.31,4,6,下落合駅,7,11.67,104530.07,144008.25,24
西武新宿線 下落合駅 6階建 築4年,東京都新宿区高田馬場３,139000.0,10000.0,,,4,1LDK,30.31,4,6,下落合駅,8,11.67,104530.07,144008.25,24
Ｇｒａｎ　Ｄｕｏ　高田馬場,東京都新宿区高田馬場３,135000.0,4000.0,,135000.0,1,1LDK,30.18,5,3,下落合駅,8,11.33,104530.07,144008.25,26
ＪＲ山手線 高田馬場駅 10階建 築4年,東京都新宿区下落合１,134000.0,8000.0,134000.0,134000.0,3,1LDK,31.59,4,10,下落合駅,5,9.33,104530.07,144008.25,27
西武新宿線 下落合駅 6階建 築3年,東京都新宿区中落合１,129000.0,15000.0,129000.0,129000.0,3,1LDK,33.6,3,6,下落合駅,5,8.0,104530.07,144008.25,29
西武新宿線 下落合駅 10階建 築42年,東京都新宿区下落合１,128000.0,,128000.0,128000.0,9,1LDK,40.81,42,10,下落合駅,2,9.33,104530.07,144008.25,30
ＪＲ山手線 高田馬場駅 9階建 築6年,東京都新宿区下落合１,123500.0,10000.0,123500.0,123500.0,6,1LDK,26.0,6,9,下落合駅,4,9.33,104530.07,144008.25,35
小川ハイツ,東京都新宿区中落合２,94000.0,,94000.0,,2,1LDK,32.45,37,4,下落合駅,8,11.67,104530.07,144008.25,71
レガリス高田馬場II,東京都新宿区下落合１,120000.0,15000.0,,,6,1R,26.0,0,9,下落合駅,5,10.0,104530.07,73893.5,44
Leaf.nakaochiai,東京都新宿区中落合２,113000.0,3000.0,113000.0,,4,1R,30.19,7,4,下落合駅,4,6.5,104530.07,73893.5,50
西武新宿線 下落合駅 7階建 築18年,東京都新宿区中落合１,107000.0,10000.0,,,2,1R,27.39,18,7,下落合駅,5,7.67,104530.07,73893.5,55
レジディア中落合Ｂ棟,東京都新宿区中落合１,99000.0,10000.0,,,2,1R,24.09,18,7,下落合駅,5,7.67,104530.07,73893.5,62
西武新宿線 下落合駅 7階建 築18年,東京都新宿区中落合１,99000.0,10000.0,,,2,1R,24.09,18,7,下落合駅,5,8.0,104530.07,73893.5,62
レジディア中落合A棟,東京都新宿区中落合１,96000.0,10000.0,,,7,1R,21.63,18,7,下落合駅,5,7.67,104530.07,73893.5,69
西武新宿線 下落合駅 7階建 築18年,東京都新宿区中落合１,96000.0,10000.0,,,7,1R,21.63,18,7,下落合駅,5,7.67,104530.07,73893.5,69
デュオメゾン高田馬場,東京都新宿区高田馬場３,92000.0,4000.0,,,2,1R,23.18,7,3,下落合駅,6,11.33,104530.07,73893.5,74
ＪＲ山手線 高田馬場駅 3階建 築7年,東京都新宿区高田馬場３,92000.0,4000.0,,,2,1R,23.18,7,3,下落合駅,6,11.33,104530.07,73893.5,74
ケルタ落合,東京都新宿区上落合１,89000.0,6000.0,89000.0,89000.0,3,1R,23.38,11,4,下落合駅,2,9.33,104530.07,73893.5,80
西武新宿線 下落合駅 地下1地上4階建 築4年,東京都新宿区上落合１,87000.0,6000.0,,,3,1R,18.13,4,5,下落合駅,3,8.0,104530.07,73893.5,86
ルーカス シグマ,東京都新宿区下落合４,84000.0,3000.0,,,5,1R,20.24,10,5,下落合駅,3,8.33,104530.07,73893.5,91
白鳳レヂディンス,東京都新宿区上落合１,82000.0,5000.0,82000.0,,2,1R,29.48,53,6,下落合駅,3,7.67,104530.07,73893.5,95
チェスターハウス目白,東京都新宿区下落合４,81000.0,8000.0,81000.0,,0,1R,25.55,22,5,下落合駅,4,10.67,104530.07,73893.5,96
西武新宿線 下落合駅 3階建 築12年,東京都新宿区高田馬場３,78000.0,,78000.0,,1,1R,20.0,12,3,下落合駅,8,13.67,104530.07,73893.5,105
グレースベガ,東京都新宿区高田馬場３,73000.0,3000.0,,,2,1R,11.5,16,2,下落合駅,7,11.0,104530.07,73893.5,113
コンフォタリア高田馬場,東京都新宿区高田馬場３,70000.0,4000.0,,70000.0,1,1R,10.29,8,2,下落合駅,8,11.67,104530.07,73893.5,114
ＪＲ山手線 高田馬場駅 2階建 築8年,東京都新宿区高田馬場３,70000.0,4000.0,,70000.0,1,1R,10.29,8,2,下落合駅,8,11.67,104530.07,73893.5,114
西武新宿線 下落合駅 4階建 築40年,東京都新宿区中落合２,70000.0,4500.0,70000.0,,1,1R,15.0,40,4,下落合駅,10,11.67,104530.07,73893.5,114
ダイホープラザ高田馬場,東京都新宿区下落合１,69000.0,3000.0,69000.0,69000.0,2,1R,16.95,32,7,下落合駅,3,9.0,104530.07,73893.5,118
西武新宿線 下落合駅 7階建 築32年,東京都新宿区下落合１,69000.0,3000.0,69000.0,69000.0,2,1R,16.95,32,7,下落合駅,5,9.67,104530.07,73893.5,118
Ｇｒｏｗｃｅｌ下落合,東京都新宿区下落合４,67000.0,4000.0,67000.0,,0,1R,11.75,5,3,下落合駅,3,9.0,104530.07,73893.5,121
スカイコート高田馬場,東京都新宿区高田馬場３,66900.0,6100.0,66900.0,,1,1R,16.16,30,4,下落合駅,4,9.0,104530.07,73893.5,122
ＪＲ山手線 高田馬場駅 4階建 築30年,東京都新宿区高田馬場３,66900.0,6100.0,66900.0,,1,1R,16.16,30,4,下落合駅,2,8.0,104530.07,73893.5,122
都営大江戸線 中井駅 5階建 築32年,東京都新宿区上落合１,66000.0,4000.0,,,3,1R,17.01,32,5,下落合駅,5,6.33,104530.07,73893.5,124
上落合レジデンス,東京都新宿区上落合１,65000.0,4000.0,,,2,1R,17.01,32,5,下落合駅,5,6.67,104530.07,73893.5,125
ＡＣＫハウス,東京都新宿区上落合２,65000.0,2000.0,65000.0,65000.0,1,1R,20.25,26,2,下落合駅,5,6.0,104530.07,73893.5,125
フィリップ下落合,東京都新宿区下落合４,64500.0,5000.0,,,2,1R,9.64,11,2,下落合駅,6,10.67,104530.07,73893.5,129
ビクトリアレジデンス,東京都新宿区上落合１,64000.0,,64000.0,,5,1R,20.0,30,6,下落合駅,2,9.67,104530.07,73893.5,130
瑞豊マンション,東京都新宿区上落合１,64000.0,,64000.0,64000.0,2,1R,17.0,40,4,下落合駅,3,6.67,104530.07,73893.5,130
日興パレス高田馬場,東京都新宿区上落合１,63000.0,5000.0,63000.0,,1,1R,22.8,45,5,下落合駅,8,10.67,104530.07,73893.5,132
レジデンス美奈真,東京都新宿区高田馬場３,63000.0,3000.0,63000.0,63000.0,3,1R,16.95,36,3,下落合駅,3,10.67,104530.07,73893.5,132
プラザＵＳＡ,東京都新宿区上落合１,62000.0,1000.0,62000.0,62000.0,6,1R,22.36,35,6,下落合駅,5,7.67,104530.07,73893.5,136
ユースフル下落合,東京都新宿区上落合１,62000.0,,,,2,1R,16.5,40,4,下落合駅,4,10.33,104530.07,73893.5,136
ウッド－８４,東京都新宿区上落合１,62000.0,3000.0,62000.0,62000.0,2,1R,11.11,7,2,下落合駅,5,8.0,104530.07,73893.5,136
グローリア高田馬場,東京都新宿区高田馬場３,60000.0,3000.0,60000.0,60000.0,2,1R,15.0,13,2,下落合駅,6,10.33,104530.07,73893.5,139
日神パレス下落合,東京都新宿区中落合１,60000.0,,60000.0,60000.0,1,1R,15.0,39,5,下落合駅,4,10.67,104530.07,73893.5,139
ＪＲ山手線 高田馬場駅 2階建 築13年,東京都新宿区高田馬場３,60000.0,3000.0,60000.0,60000.0,2,1R,16.0,13,2,下落合駅,5,10.67,104530.07,73893.5,139
西武新宿線 下落合駅 5階建 築39年,東京都新宿区中落合１,58000.0,5000.0,58000.0,58000.0,2,1R,14.73,39,5,下落合駅,3,9.33,104530.07,73893.5,142
ＪＲ山手線 高田馬場駅 2階建 築16年,東京都新宿区高田馬場３,58000.0,3000.0,,,1,1R,9.29,16,2,下落合駅,5,8.33,104530.07,73893.5,142
西武新宿線 下落合駅 8階建 築34年,東京都新宿区中落合１,155000.0,10000.0,155000.0,310000.0,6,2DK,47.41,34,8,下落合駅,2,9.33,104530.07,124666.67,14
山中館,東京都新宿区高田馬場３,70000.0,2000.0,70000.0,70000.0,1,2DK,24.9,42,2,下落合駅,9,12.67,104530.07,124666.67,114
西武新宿線 下落合駅 14階建 築2年,東京都新宿区高田馬場３,152000.0,12000.0,152000.0,,10,2K,27.43,2,14,下落合駅,6,11.0,104530.07,99529.41,16
西武新宿線 下落合駅 5階建 築21年,東京都新宿区中落合２,221000.0,15000.0,221000.0,,4,2LDK,56.68,21,5,下落合駅,3,9.67,104530.07,189764.71,2
コンフォリア下落合,東京都新宿区中落合２,221000.0,10000.0,221000.0,,4,2LDK,56.68,21,5,下落合駅,3,9.33,104530.07,189764.71,2
西武新宿線 下落合駅 5階建 築21年,東京都新宿区中落合２,221000.0,15000.0,221000.0,,4,2LDK,56.68,21,5,下落合駅,3,10.0,104530.07,189764.71,2
西武新宿線 下落合駅 3階建 築34年,東京都新宿区下落合４,200000.0,10000.0,,,2,2LDK,86.49,34,3,下落合駅,9,12.33,104530.07,189764.71,5
KKタームライザ下落合,東京都新宿区中落合１,155000.0,10000.0,155000.0,310000.0,6,2LDK,47.41,34,8,下落合駅,3,8.33,104530.07,189764.71,14
西武新宿線 下落合駅 6階建 築22年,東京都新宿区下落合４,189000.0,7000.0,378000.0,189000.0,2,2SDK,48.48,22,6,下落合駅,6,10.33,104530.07,189000.0,6
西武新宿線 下落合駅 9階建 築3年,東京都新宿区中落合１,243000.0,14000.0,243000.0,243000.0,2,2SLDK,55.4,3,9,下落合駅,2,8.67,104530.07,208750.0,1
目白おとめ山テラスボックス,東京都新宿区下落合４,189000.0,7000.0,378000.0,189000.0,2,3DK,48.48,22,6,下落合駅,7,10.67,104530.07,169500.0,6
西武新宿線 中井駅 15階建 築21年,東京都新宿区中落合３,116000.0,10000.0,116000.0,116000.0,4,1DK,36.61,21,15,中井駅,9,10.0,91678.48,107596.15,44
アリーチェ中落合,東京都新宿区中落合３,116000.0,10000.0,116000.0,116000.0,4,1DK,32.61,21,15,中井駅,9,10.67,91678.48,107596.15,44
都営大江戸線 中井駅 9階建 築47年,東京都新宿区中落合２,95000.0,10000.0,95000.0,,2,1DK,25.24,47,9,中井駅,7,10.67,91678.48,107596.15,77
中銀落合マンション,東京都新宿区中落合２,95000.0,10000.0,95000.0,,2,1DK,25.24,47,9,中井駅,9,11.67,91678.48,107596.15,77
風の館,東京都新宿区中落合４,70000.0,2000.0,70000.0,,1,1DK,30.0,46,2,中井駅,6,9.0,91678.48,107596.15,146
西武新宿線 中井駅 3階建 築35年,東京都新宿区中井１,68000.0,,68000.0,,3,1DK,21.0,35,3,中井駅,5,10.67,91678.48,107596.15,158
西武新宿線 中井駅 3階建 築54年,東京都新宿区中井２,68000.0,2000.0,68000.0,68000.0,3,1DK,25.6,54,3,中井駅,2,8.67,91678.48,107596.15,158
プラウドフラット中落合,東京都新宿区中落合１,130000.0,8000.0,130000.0,65000.0,5,1K,25.37,9,7,中井駅,5,7.33,91678.48,87449.61,35
「防音マンション」ラシクラス新宿中井,東京都新宿区中井２,127000.0,15000.0,,,2,1K,26.35,0,4,中井駅,7,8.5,91678.48,87449.61,38
PREMIUMCUBE新宿中井,東京都新宿区中井２,119500.0,16000.0,,59800.00000000001,3,1K,26.0,4,5,中井駅,2,6.67,91678.48,87449.61,42
西武新宿線 中井駅 地下1地上4階建 築4年,東京都新宿区中井２,119500.0,16000.0,,59800.00000000001,3,1K,26.0,4,5,中井駅,2,5.67,91678.48,87449.61,42
GENOVIA新宿中落合skygarden,東京都新宿区中落合２,115000.0,15000.0,,230000.0,4,1K,25.85,7,10,中井駅,9,10.0,91678.48,87449.61,46
西武新宿線 中井駅 地下1地上9階建 築7年,東京都新宿区中落合２,115000.0,15000.0,,230000.0,4,1K,25.85,7,10,中井駅,9,10.0,91678.48,87449.61,46
MODULOR中井,東京都新宿区中井１,115000.0,4000.0,115000.0,115000.0,4,1K,34.34,19,4,中井駅,6,11.33,91678.48,87449.61,46
都営大江戸線 中井駅 4階建 築19年,東京都新宿区中井１,115000.0,4000.0,115000.0,115000.0,4,1K,34.34,19,4,中井駅,6,7.67,91678.48,87449.61,46
都営大江戸線 中井駅 5階建 築4年,東京都新宿区上落合３,115000.0,15000.0,,115000.0,3,1K,25.79,4,5,中井駅,4,8.0,91678.48,87449.61,46
デュオステージ中落合,東京都新宿区中落合１,113000.0,12000.0,113000.0,113000.0,4,1K,30.69,8,4,中井駅,5,8.0,91678.48,87449.61,51
都営大江戸線 中井駅 4階建 築7年,東京都新宿区中落合１,113000.0,12000.0,113000.0,113000.0,4,1K,30.69,7,4,中井駅,5,9.0,91678.48,87449.61,51
セジョリ新宿上落合,東京都新宿区上落合３,104000.0,12000.0,,104000.0,3,1K,25.79,4,5,中井駅,4,8.0,91678.48,87449.61,59
フォレシティ中落合,東京都新宿区中落合４,101000.0,7000.0,,,2,1K,20.87,20,5,中井駅,9,9.67,91678.48,87449.61,63
西武新宿線 中井駅 5階建 築20年,東京都新宿区中落合４,101000.0,7000.0,,,2,1K,20.87,20,5,中井駅,9,11.33,91678.48,87449.61,63
REGALIZ新宿落合,東京都新宿区上落合１,100500.0,10000.0,100500.0,100500.0,2,1K,25.38,7,4,中井駅,5,5.67,91678.48,87449.61,65
西武新宿線 中井駅 4階建 築23年,東京都新宿区中落合１,100000.0,3000.0,100000.0,,4,1K,25.37,23,4,中井駅,4,7.67,91678.48,87449.61,66
GRAN　PASEO新宿中井,東京都新宿区中落合１,100000.0,3000.0,100000.0,,4,1K,25.37,23,4,中井駅,4,7.67,91678.48,87449.61,66
